Netlist file: net.in   Architecture file: arch.in
Array size: 92 x 92 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
[29344]		56	45	0	#4364
[29345]		60	45	0	#4365
[29346]		63	46	0	#4366
[29347]		59	46	0	#4367
[29348]		61	47	0	#4368
[29352]		56	46	0	#4369
[29353]		57	49	0	#4370
[29354]		60	46	0	#4371
[29358]		51	50	0	#4372
[29360]		54	46	0	#4373
[29361]		54	47	0	#4374
[29362]		52	49	0	#4375
[29366]		53	49	0	#4376
[29367]		54	49	0	#4377
[29368]		53	52	0	#4378
[29371]		53	51	0	#4379
[29372]		52	59	0	#4380
[29376]		51	60	0	#4381
[29377]		51	59	0	#4382
[29379]		49	64	0	#4383
[29382]		48	59	0	#4384
[29385]		48	65	0	#4385
[29386]		49	66	0	#4386
[29388]		49	65	0	#4387
[29393]		49	61	0	#4388
[29394]		50	62	0	#4389
[29395]		68	49	0	#4390
[29397]		69	49	0	#4391
[29398]		70	50	0	#4392
[29400]		51	46	0	#4393
[29403]		50	46	0	#4394
[29404]		49	47	0	#4395
[29407]		50	47	0	#4396
[29408]		49	46	0	#4397
[29410]		49	45	0	#4398
[29411]		53	43	0	#4399
[29413]		52	43	0	#4400
[29414]		52	42	0	#4401
[29415]		51	41	0	#4402
[29417]		54	40	0	#4403
[29418]		53	40	0	#4404
[29419]		51	39	0	#4405
[29420]		52	39	0	#4406
[29423]		43	43	0	#4407
[29424]		44	43	0	#4408
[29425]		47	41	0	#4409
[29427]		48	43	0	#4410
[29429]		49	44	0	#4411
[29430]		50	45	0	#4412
[29431]		51	43	0	#4413
[29433]		52	40	0	#4414
[29437]		52	44	0	#4415
[29438]		49	43	0	#4416
[29440]		40	51	0	#4417
[29441]		40	50	0	#4418
[29444]		40	49	0	#4419
[29447]		41	48	0	#4420
[29449]		6	67	0	#4421
[29451]		8	56	0	#4422
[29452]		8	60	0	#4423
[29454]		4	62	0	#4424
[29455]		7	65	0	#4425
[29458]		7	60	0	#4426
[29460]		4	61	0	#4427
[29461]		11	47	0	#4428
[29462]		11	46	0	#4429
[29465]		14	45	0	#4430
[29466]		16	67	0	#4431
[29467]		6	56	0	#4432
[29468]		12	60	0	#4433
[29469]		11	58	0	#4434
[29470]		20	65	0	#4435
[29471]		4	57	0	#4436
[29472]		9	60	0	#4437
[29473]		5	64	0	#4438
[29474]		33	70	0	#4439
[29475]		34	68	0	#4440
[29476]		31	68	0	#4441
[29479]		9	57	0	#4442
[29481]		34	67	0	#4443
[29485]		4	56	0	#4444
[29486]		5	56	0	#4445
[29488]		7	56	0	#4446
[29490]		11	59	0	#4447
[29491]		7	57	0	#4448
[29495]		9	45	0	#4449
[29496]		12	49	0	#4450
[29497]		12	48	0	#4451
[29498]		12	47	0	#4452
[29499]		10	47	0	#4453
[29501]		13	49	0	#4454
[29502]		13	48	0	#4455
[29504]		17	67	0	#4456
[29505]		4	54	0	#4457
[29506]		4	55	0	#4458
[29507]		14	58	0	#4459
[29508]		14	55	0	#4460
[29510]		10	55	0	#4461
[29512]		17	54	0	#4462
[29513]		5	54	0	#4463
[29514]		5	55	0	#4464
[29515]		8	53	0	#4465
[29517]		6	54	0	#4466
[29518]		31	64	0	#4467
[29520]		3	52	0	#4468
[29521]		4	52	0	#4469
[29525]		8	51	0	#4470
[29526]		10	65	0	#4471
[29527]		6	55	0	#4472
[29528]		9	59	0	#4473
[29529]		4	58	0	#4474
[29530]		7	63	0	#4475
[29531]		10	52	0	#4476
[29532]		7	51	0	#4477
[29533]		5	53	0	#4478
[29534]		29	67	0	#4479
[29536]		22	48	0	#4480
[29537]		1	56	0	#4481
[29538]		3	53	0	#4482
[29539]		1	53	0	#4483
[29540]		13	50	0	#4484
[29542]		10	53	0	#4485
[29543]		3	54	0	#4486
[29544]		1	55	0	#4487
[29545]		2	53	0	#4488
[29548]		2	54	0	#4489
[29550]		9	51	0	#4490
[29553]		7	55	0	#4491
[29554]		9	52	0	#4492
[29555]		8	55	0	#4493
[29556]		9	55	0	#4494
[29561]		8	54	0	#4495
[29562]		23	69	0	#4496
[29563]		23	45	0	#4497
[29564]		23	47	0	#4498
[29565]		20	49	0	#4499
[29566]		20	48	0	#4500
[29567]		22	47	0	#4501
[29568]		26	68	0	#4502
[29569]		25	66	0	#4503
[29570]		27	53	0	#4504
[29571]		26	53	0	#4505
[29572]		26	60	0	#4506
[29574]		25	62	0	#4507
[29575]		29	65	0	#4508
[29576]		28	65	0	#4509
[29577]		25	47	0	#4510
[29578]		25	50	0	#4511
[29579]		24	59	0	#4512
[29581]		24	60	0	#4513
[29582]		26	51	0	#4514
[29583]		26	50	0	#4515
[29584]		29	52	0	#4516
[29586]		29	50	0	#4517
[29587]		23	65	0	#4518
[29588]		22	64	0	#4519
[29589]		20	54	0	#4520
[29590]		23	60	0	#4521
[29591]		21	59	0	#4522
[29592]		24	65	0	#4523
[29593]		23	64	0	#4524
[29594]		21	54	0	#4525
[29595]		22	58	0	#4526
[29596]		22	56	0	#4527
[29597]		27	48	0	#4528
[29598]		2	63	0	#4529
[29599]		1	61	0	#4530
[29600]		1	59	0	#4531
[29601]		19	47	0	#4532
[29602]		29	54	0	#4533
[29603]		30	53	0	#4534
[29604]		3	56	0	#4535
[29605]		2	62	0	#4536
[29606]		1	60	0	#4537
[29609]		2	58	0	#4538
[29610]		20	47	0	#4539
[29611]		21	47	0	#4540
[29612]		27	50	0	#4541
[29615]		28	51	0	#4542
[29616]		25	53	0	#4543
[29617]		22	54	0	#4544
[29619]		25	54	0	#4545
[29621]		22	60	0	#4546
[29622]		25	59	0	#4547
[29623]		38	64	0	#4548
[29624]		40	48	0	#4549
[29625]		32	49	0	#4550
[29626]		21	48	0	#4551
[29627]		32	48	0	#4552
[29628]		33	66	0	#4553
[29629]		33	65	0	#4554
[29630]		31	49	0	#4555
[29631]		31	50	0	#4556
[29632]		32	59	0	#4557
[29634]		34	59	0	#4558
[29635]		38	68	0	#4559
[29636]		36	66	0	#4560
[29637]		34	53	0	#4561
[29639]		32	56	0	#4562
[29641]		35	53	0	#4563
[29642]		35	50	0	#4564
[29644]		31	53	0	#4565
[29645]		35	52	0	#4566
[29647]		35	68	0	#4567
[29648]		35	67	0	#4568
[29649]		32	53	0	#4569
[29650]		31	58	0	#4570
[29651]		36	62	0	#4571
[29652]		39	67	0	#4572
[29653]		37	66	0	#4573
[29655]		32	54	0	#4574
[29656]		34	55	0	#4575
[29657]		29	48	0	#4576
[29658]		1	50	0	#4577
[29659]		2	50	0	#4578
[29660]		2	52	0	#4579
[29662]		32	50	0	#4580
[29663]		34	46	0	#4581
[29664]		4	51	0	#4582
[29665]		1	51	0	#4583
[29666]		2	51	0	#4584
[29669]		3	51	0	#4585
[29670]		29	49	0	#4586
[29672]		33	48	0	#4587
[29674]		33	49	0	#4588
[29675]		32	52	0	#4589
[29677]		33	53	0	#4590
[29680]		33	52	0	#4591
[29681]		33	56	0	#4592
[29682]		35	55	0	#4593
[29684]		13	46	0	#4594
[29685]		12	46	0	#4595
[29686]		10	46	0	#4596
[29687]		8	57	0	#4597
[29690]		6	60	0	#4598
[29691]		6	59	0	#4599
[29692]		34	54	0	#4600
[29693]		23	59	0	#4601
[29695]		28	49	0	#4602
[29697]		25	55	0	#4603
[29699]		20	56	0	#4604
[29700]		21	56	0	#4605
[29702]		26	57	0	#4606
[29703]		32	55	0	#4607
[29704]		31	55	0	#4608
[29706]		28	52	0	#4609
[29707]		30	55	0	#4610
[29709]		29	58	0	#4611
[29710]		23	56	0	#4612
[29711]		21	55	0	#4613
[29713]		27	60	0	#4614
[29715]		27	58	0	#4615
[29716]		16	41	0	#4616
[29717]		11	43	0	#4617
[29718]		20	44	0	#4618
[29719]		22	46	0	#4619
[29720]		31	54	0	#4620
[29721]		22	59	0	#4621
[29723]		16	42	0	#4622
[29724]		14	43	0	#4623
[29726]		15	42	0	#4624
[29727]		20	45	0	#4625
[29729]		21	46	0	#4626
[29730]		29	55	0	#4627
[29733]		28	55	0	#4628
[29735]		28	54	0	#4629
[29736]		24	56	0	#4630
[29739]		24	55	0	#4631
[29741]		24	57	0	#4632
[29743]		37	56	0	#4633
[29745]		38	53	0	#4634
[29746]		37	53	0	#4635
[29748]		39	51	0	#4636
[29749]		35	51	0	#4637
[29751]		38	56	0	#4638
[29752]		35	46	0	#4639
[29753]		35	47	0	#4640
[29754]		39	52	0	#4641
[29756]		32	45	0	#4642
[29757]		39	54	0	#4643
[29759]		38	55	0	#4644
[29760]		34	48	0	#4645
[29761]		31	61	0	#4646
[29762]		33	60	0	#4647
[29763]		34	61	0	#4648
[29764]		21	39	0	#4649
[29765]		23	39	0	#4650
[29766]		35	49	0	#4651
[29767]		34	51	0	#4652
[29768]		31	59	0	#4653
[29769]		36	61	0	#4654
[29770]		22	39	0	#4655
[29771]		23	40	0	#4656
[29773]		22	40	0	#4657
[29774]		33	45	0	#4658
[29775]		35	48	0	#4659
[29776]		36	49	0	#4660
[29779]		36	48	0	#4661
[29781]		36	50	0	#4662
[29782]		36	51	0	#4663
[29784]		38	54	0	#4664
[29786]		36	54	0	#4665
[29789]		36	55	0	#4666
[29790]		37	57	0	#4667
[29792]		9	49	0	#4668
[29793]		13	53	0	#4669
[29794]		13	52	0	#4670
[29796]		4	53	0	#4671
[29797]		6	48	0	#4672
[29798]		7	48	0	#4673
[29799]		7	45	0	#4674
[29800]		8	45	0	#4675
[29802]		6	49	0	#4676
[29803]		11	50	0	#4677
[29805]		5	51	0	#4678
[29806]		5	52	0	#4679
[29807]		5	50	0	#4680
[29808]		12	57	0	#4681
[29809]		12	56	0	#4682
[29810]		11	55	0	#4683
[29811]		11	41	0	#4684
[29812]		9	43	0	#4685
[29813]		8	44	0	#4686
[29815]		11	53	0	#4687
[29816]		13	60	0	#4688
[29818]		10	41	0	#4689
[29819]		10	43	0	#4690
[29821]		10	42	0	#4691
[29823]		9	42	0	#4692
[29825]		9	48	0	#4693
[29827]		11	52	0	#4694
[29829]		9	50	0	#4695
[29830]		12	52	0	#4696
[29831]		7	50	0	#4697
[29835]		12	54	0	#4698
[29836]		7	52	0	#4699
[29838]		37	54	0	#4700
[29839]		2	59	0	#4701
[29842]		4	64	0	#4702
[29843]		6	51	0	#4703
[29846]		4	65	0	#4704
[29847]		3	61	0	#4705
[29848]		3	60	0	#4706
[29849]		3	58	0	#4707
[29851]		10	44	0	#4708
[29852]		3	63	0	#4709
[29854]		3	62	0	#4710
[29855]		13	43	0	#4711
[29856]		11	61	0	#4712
[29857]		16	61	0	#4713
[29858]		2	61	0	#4714
[29859]		12	41	0	#4715
[29860]		11	40	0	#4716
[29861]		14	44	0	#4717
[29862]		14	50	0	#4718
[29863]		10	61	0	#4719
[29864]		7	62	0	#4720
[29865]		13	41	0	#4721
[29866]		12	40	0	#4722
[29868]		13	40	0	#4723
[29869]		13	44	0	#4724
[29871]		11	45	0	#4725
[29873]		12	44	0	#4726
[29876]		4	63	0	#4727
[29877]		12	51	0	#4728
[29878]		4	60	0	#4729
[29880]		5	62	0	#4730
[29884]		5	59	0	#4731
[29885]		40	57	0	#4732
[29886]		44	55	0	#4733
[29888]		22	53	0	#4734
[29890]		19	53	0	#4735
[29892]		25	48	0	#4736
[29894]		24	48	0	#4737
[29896]		24	49	0	#4738
[29898]		24	50	0	#4739
[29900]		22	49	0	#4740
[29902]		21	49	0	#4741
[29905]		23	58	0	#4742
[29908]		22	52	0	#4743
[29910]		21	52	0	#4744
[29912]		34	47	0	#4745
[29914]		33	47	0	#4746
[29916]		22	50	0	#4747
[29918]		22	51	0	#4748
[29920]		24	40	0	#4749
[29922]		24	41	0	#4750
[29924]		32	46	0	#4751
[29926]		33	46	0	#4752
[29929]		27	38	0	#4753
[29932]		25	49	0	#4754
[29933]		27	44	0	#4755
[29937]		28	38	0	#4756
[29940]		29	39	0	#4757
[29943]		25	39	0	#4758
[29945]		25	52	0	#4759
[29946]		24	54	0	#4760
[29947]		22	55	0	#4761
[29948]		26	48	0	#4762
[29949]		27	51	0	#4763
[29950]		26	46	0	#4764
[29951]		26	47	0	#4765
[29952]		26	49	0	#4766
[29954]		26	52	0	#4767
[29955]		23	54	0	#4768
[29958]		24	51	0	#4769
[29959]		31	51	0	#4770
[29960]		33	51	0	#4771
[29961]		30	52	0	#4772
[29962]		32	47	0	#4773
[29963]		32	43	0	#4774
[29964]		29	45	0	#4775
[29965]		30	45	0	#4776
[29967]		30	49	0	#4777
[29968]		31	52	0	#4778
[29970]		32	51	0	#4779
[29972]		30	50	0	#4780
[29973]		28	40	0	#4781
[29975]		17	48	0	#4782
[29977]		17	47	0	#4783
[29979]		19	49	0	#4784
[29981]		16	53	0	#4785
[29982]		12	59	0	#4786
[29985]		19	40	0	#4787
[29987]		13	55	0	#4788
[29990]		17	49	0	#4789
[29992]		19	55	0	#4790
[29993]		18	38	0	#4791
[29994]		18	39	0	#4792
[29995]		18	56	0	#4793
[29996]		17	55	0	#4794
[29997]		10	56	0	#4795
[29998]		15	48	0	#4796
[29999]		16	50	0	#4797
[30001]		18	51	0	#4798
[30003]		20	40	0	#4799
[30004]		16	52	0	#4800
[30006]		15	61	0	#4801
[30007]		17	52	0	#4802
[30010]		17	51	0	#4803
[30011]		15	52	0	#4804
[30013]		15	62	0	#4805
[30014]		15	55	0	#4806
[30016]		20	60	0	#4807
[30018]		15	59	0	#4808
[30019]		15	58	0	#4809
[30023]		19	59	0	#4810
[30025]		19	58	0	#4811
[30026]		19	57	0	#4812
[30027]		28	61	0	#4813
[30028]		16	59	0	#4814
[30029]		18	59	0	#4815
[30031]		21	44	0	#4816
[30032]		25	41	0	#4817
[30033]		17	44	0	#4818
[30034]		17	39	0	#4819
[30035]		11	63	0	#4820
[30036]		11	62	0	#4821
[30038]		12	62	0	#4822
[30040]		15	53	0	#4823
[30041]		17	53	0	#4824
[30042]		10	60	0	#4825
[30043]		14	46	0	#4826
[30044]		15	49	0	#4827
[30046]		13	61	0	#4828
[30047]		15	39	0	#4829
[30049]		12	45	0	#4830
[30051]		16	43	0	#4831
[30052]		16	45	0	#4832
[30054]		15	45	0	#4833
[30055]		15	50	0	#4834
[30057]		13	62	0	#4835
[30058]		16	57	0	#4836
[30059]		8	61	0	#4837
[30060]		24	44	0	#4838
[30061]		22	44	0	#4839
[30063]		23	44	0	#4840
[30064]		20	57	0	#4841
[30068]		18	57	0	#4842
[30069]		20	58	0	#4843
[30071]		16	60	0	#4844
[30072]		18	58	0	#4845
[30073]		17	59	0	#4846
[30074]		16	58	0	#4847
[30075]		23	42	0	#4848
[30076]		22	43	0	#4849
[30078]		21	42	0	#4850
[30079]		19	39	0	#4851
[30081]		19	41	0	#4852
[30084]		13	56	0	#4853
[30085]		18	55	0	#4854
[30086]		18	48	0	#4855
[30090]		16	56	0	#4856
[30091]		16	49	0	#4857
[30093]		15	56	0	#4858
[30094]		15	57	0	#4859
[30096]		26	45	0	#4860
[30099]		27	49	0	#4861
[30100]		29	57	0	#4862
[30103]		26	55	0	#4863
[30106]		31	60	0	#4864
[30108]		27	55	0	#4865
[30111]		27	61	0	#4866
[30113]		30	56	0	#4867
[30114]		20	43	0	#4868
[30115]		21	43	0	#4869
[30117]		28	63	0	#4870
[30118]		31	56	0	#4871
[30119]		28	58	0	#4872
[30121]		30	59	0	#4873
[30123]		25	51	0	#4874
[30125]		28	45	0	#4875
[30126]		23	50	0	#4876
[30128]		23	61	0	#4877
[30129]		20	53	0	#4878
[30131]		19	51	0	#4879
[30133]		23	53	0	#4880
[30134]		21	53	0	#4881
[30135]		24	61	0	#4882
[30138]		30	57	0	#4883
[30140]		31	63	0	#4884
[30142]		37	60	0	#4885
[30146]		35	60	0	#4886
[30147]		31	57	0	#4887
[30148]		30	58	0	#4888
[30149]		30	61	0	#4889
[30150]		37	59	0	#4890
[30151]		38	60	0	#4891
[30152]		34	56	0	#4892
[30153]		27	43	0	#4893
[30154]		26	41	0	#4894
[30156]		36	57	0	#4895
[30157]		39	65	0	#4896
[30158]		40	65	0	#4897
[30160]		38	62	0	#4898
[30162]		20	50	0	#4899
[30163]		20	51	0	#4900
[30164]		39	48	0	#4901
[30165]		40	61	0	#4902
[30166]		38	51	0	#4903
[30168]		40	64	0	#4904
[30169]		18	46	0	#4905
[30171]		37	46	0	#4906
[30173]		18	44	0	#4907
[30174]		19	45	0	#4908
[30176]		37	47	0	#4909
[30177]		37	51	0	#4910
[30178]		37	52	0	#4911
[30179]		39	64	0	#4912
[30181]		37	61	0	#4913
[30182]		25	44	0	#4914
[30183]		27	42	0	#4915
[30185]		29	44	0	#4916
[30187]		35	57	0	#4917
[30188]		34	57	0	#4918
[30189]		32	57	0	#4919
[30191]		36	59	0	#4920
[30192]		33	57	0	#4921
[30194]		35	59	0	#4922
[30195]		32	60	0	#4923
[30197]		25	42	0	#4924
[30198]		26	43	0	#4925
[30200]		25	43	0	#4926
[30202]		24	45	0	#4927
[30204]		27	54	0	#4928
[30205]		28	47	0	#4929
[30208]		30	60	0	#4930
[30209]		28	56	0	#4931
[30210]		27	56	0	#4932
[30212]		26	56	0	#4933
[30213]		27	63	0	#4934
[30216]		26	58	0	#4935
[30217]		33	58	0	#4936
[30218]		28	39	0	#4937
[30219]		27	39	0	#4938
[30220]		26	39	0	#4939
[30223]		21	50	0	#4940
[30224]		27	46	0	#4941
[30226]		19	52	0	#4942
[30227]		20	52	0	#4943
[30228]		23	49	0	#4944
[30231]		23	48	0	#4945
[30232]		23	52	0	#4946
[30235]		23	51	0	#4947
[30236]		24	58	0	#4948
[30238]		13	65	0	#4949
[30240]		13	64	0	#4950
[30241]		9	64	0	#4951
[30243]		10	64	0	#4952
[30246]		18	40	0	#4953
[30248]		39	44	0	#4954
[30250]		19	63	0	#4955
[30253]		15	72	0	#4956
[30254]		40	41	0	#4957
[30257]		18	62	0	#4958
[30259]		19	62	0	#4959
[30260]		39	41	0	#4960
[30263]		16	46	0	#4961
[30265]		18	61	0	#4962
[30267]		17	40	0	#4963
[30268]		38	43	0	#4964
[30270]		19	61	0	#4965
[30272]		15	47	0	#4966
[30273]		12	63	0	#4967
[30275]		21	40	0	#4968
[30277]		41	63	0	#4969
[30279]		41	62	0	#4970
[30280]		39	50	0	#4971
[30282]		39	47	0	#4972
[30283]		38	46	0	#4973
[30285]		42	62	0	#4974
[30286]		26	62	0	#4975
[30287]		28	62	0	#4976
[30288]		30	63	0	#4977
[30289]		40	63	0	#4978
[30290]		29	64	0	#4979
[30291]		41	61	0	#4980
[30292]		39	61	0	#4981
[30293]		39	46	0	#4982
[30294]		40	45	0	#4983
[30296]		40	46	0	#4984
[30297]		39	49	0	#4985
[30299]		41	60	0	#4986
[30301]		40	60	0	#4987
[30302]		39	63	0	#4988
[30304]		40	62	0	#4989
[30305]		27	62	0	#4990
[30306]		29	63	0	#4991
[30307]		39	62	0	#4992
[30308]		29	62	0	#4993
[30309]		39	43	0	#4994
[30310]		39	42	0	#4995
[30311]		40	42	0	#4996
[30313]		38	42	0	#4997
[30314]		21	41	0	#4998
[30315]		18	41	0	#4999
[30316]		17	41	0	#5000
[30317]		13	63	0	#5001
[30318]		18	63	0	#5002
[30321]		15	64	0	#5003
[30322]		16	62	0	#5004
[30323]		17	46	0	#5005
[30326]		17	63	0	#5006
[30327]		17	62	0	#5007
[30328]		38	57	0	#5008
[30329]		39	55	0	#5009
[30332]		33	55	0	#5010
[30333]		38	58	0	#5011
[30336]		40	55	0	#5012
[30337]		44	53	0	#5013
[30338]		46	53	0	#5014
[30340]		45	53	0	#5015
[30342]		44	50	0	#5016
[30344]		47	50	0	#5017
[30346]		48	51	0	#5018
[30348]		47	51	0	#5019
[30349]		46	54	0	#5020
[30351]		46	55	0	#5021
[30352]		48	54	0	#5022
[30354]		47	54	0	#5023
[30356]		49	54	0	#5024
[30358]		50	55	0	#5025
[30359]		48	53	0	#5026
[30360]		47	52	0	#5027
[30362]		49	55	0	#5028
[30364]		47	55	0	#5029
[30367]		7	25	0	#5030
[30368]		6	24	0	#5031
[30369]		6	25	0	#5032
[30370]		5	23	0	#5033
[30371]		5	21	0	#5034
[30372]		4	22	0	#5035
[30374]		9	13	0	#5036
[30375]		32	39	0	#5037
[30378]		37	39	0	#5038
[30379]		33	39	0	#5039
[30380]		2	25	0	#5040
[30381]		1	22	0	#5041
[30382]		3	22	0	#5042
[30383]		1	11	0	#5043
[30384]		2	17	0	#5044
[30385]		31	38	0	#5045
[30388]		35	36	0	#5046
[30389]		32	36	0	#5047
[30390]		40	36	0	#5048
[30392]		36	36	0	#5049
[30393]		31	34	0	#5050
[30397]		17	31	0	#5051
[30399]		35	39	0	#5052
[30402]		34	39	0	#5053
[30404]		7	24	0	#5054
[30407]		36	37	0	#5055
[30408]		35	37	0	#5056
[30409]		2	18	0	#5057
[30410]		2	19	0	#5058
[30413]		36	38	0	#5059
[30414]		35	38	0	#5060
[30416]		6	17	0	#5061
[30417]		39	37	0	#5062
[30419]		39	36	0	#5063
[30422]		10	11	0	#5064
[30423]		2	11	0	#5065
[30424]		2	10	0	#5066
[30425]		25	22	0	#5067
[30426]		29	27	0	#5068
[30427]		34	38	0	#5069
[30430]		34	37	0	#5070
[30431]		6	20	0	#5071
[30432]		7	18	0	#5072
[30433]		41	34	0	#5073
[30435]		41	35	0	#5074
[30436]		37	34	0	#5075
[30438]		7	14	0	#5076
[30439]		8	19	0	#5077
[30441]		2	14	0	#5078
[30442]		2	12	0	#5079
[30444]		7	17	0	#5080
[30445]		22	22	0	#5081
[30446]		22	18	0	#5082
[30449]		25	33	0	#5083
[30450]		27	33	0	#5084
[30451]		28	32	0	#5085
[30452]		28	33	0	#5086
[30455]		36	35	0	#5087
[30456]		38	37	0	#5088
[30458]		37	37	0	#5089
[30461]		33	37	0	#5090
[30463]		35	35	0	#5091
[30465]		8	17	0	#5092
[30467]		8	22	0	#5093
[30468]		25	30	0	#5094
[30470]		3	19	0	#5095
[30472]		24	36	0	#5096
[30473]		7	22	0	#5097
[30475]		5	13	0	#5098
[30477]		23	36	0	#5099
[30478]		6	13	0	#5100
[30480]		8	14	0	#5101
[30482]		26	30	0	#5102
[30483]		24	31	0	#5103
[30484]		24	30	0	#5104
[30485]		23	29	0	#5105
[30487]		24	28	0	#5106
[30489]		24	29	0	#5107
[30491]		38	36	0	#5108
[30493]		37	36	0	#5109
[30494]		6	12	0	#5110
[30496]		9	12	0	#5111
[30497]		25	26	0	#5112
[30499]		4	15	0	#5113
[30501]		27	36	0	#5114
[30502]		10	21	0	#5115
[30503]		8	9	0	#5116
[30505]		11	9	0	#5117
[30507]		4	10	0	#5118
[30509]		28	15	0	#5119
[30510]		27	27	0	#5120
[30511]		28	26	0	#5121
[30512]		28	27	0	#5122
[30515]		28	29	0	#5123
[30517]		38	38	0	#5124
[30519]		37	38	0	#5125
[30521]		33	38	0	#5126
[30522]		20	28	0	#5127
[30524]		17	16	0	#5128
[30525]		11	26	0	#5129
[30526]		16	26	0	#5130
[30527]		15	26	0	#5131
[30528]		16	16	0	#5132
[30530]		20	18	0	#5133
[30531]		15	17	0	#5134
[30532]		16	17	0	#5135
[30534]		11	16	0	#5136
[30536]		12	15	0	#5137
[30537]		13	15	0	#5138
[30538]		9	14	0	#5139
[30540]		13	20	0	#5140
[30541]		10	19	0	#5141
[30542]		10	18	0	#5142
[30543]		13	13	0	#5143
[30544]		17	15	0	#5144
[30547]		17	13	0	#5145
[30548]		10	6	0	#5146
[30549]		10	4	0	#5147
[30550]		17	12	0	#5148
[30552]		15	15	0	#5149
[30553]		15	12	0	#5150
[30554]		17	11	0	#5151
[30557]		11	10	0	#5152
[30558]		15	20	0	#5153
[30560]		12	19	0	#5154
[30561]		10	20	0	#5155
[30562]		11	20	0	#5156
[30563]		16	13	0	#5157
[30564]		14	14	0	#5158
[30566]		14	6	0	#5159
[30567]		14	13	0	#5160
[30568]		2	5	0	#5161
[30569]		4	4	0	#5162
[30570]		14	12	0	#5163
[30572]		21	22	0	#5164
[30573]		15	14	0	#5165
[30574]		14	11	0	#5166
[30577]		14	10	0	#5167
[30578]		16	22	0	#5168
[30579]		17	26	0	#5169
[30580]		18	27	0	#5170
[30581]		23	15	0	#5171
[30584]		23	6	0	#5172
[30586]		19	3	0	#5173
[30588]		23	12	0	#5174
[30589]		11	7	0	#5175
[30590]		12	4	0	#5176
[30592]		13	3	0	#5177
[30596]		22	16	0	#5178
[30597]		22	15	0	#5179
[30598]		23	16	0	#5180
[30600]		24	12	0	#5181
[30601]		17	22	0	#5182
[30602]		18	20	0	#5183
[30603]		16	19	0	#5184
[30604]		18	18	0	#5185
[30605]		24	23	0	#5186
[30610]		22	2	0	#5187
[30612]		25	12	0	#5188
[30613]		8	6	0	#5189
[30614]		7	4	0	#5190
[30616]		8	1	0	#5191
[30620]		22	23	0	#5192
[30621]		23	23	0	#5193
[30622]		23	22	0	#5194
[30624]		26	8	0	#5195
[30626]		22	30	0	#5196
[30628]		13	28	0	#5197
[30629]		9	27	0	#5198
[30630]		22	26	0	#5199
[30631]		22	12	0	#5200
[30634]		21	25	0	#5201
[30636]		22	25	0	#5202
[30638]		25	9	0	#5203
[30639]		13	14	0	#5204
[30640]		17	14	0	#5205
[30641]		24	13	0	#5206
[30644]		16	15	0	#5207
[30646]		16	14	0	#5208
[30648]		27	11	0	#5209
[30649]		9	22	0	#5210
[30650]		11	25	0	#5211
[30651]		14	24	0	#5212
[30652]		19	16	0	#5213
[30653]		18	14	0	#5214
[30654]		12	1	0	#5215
[30655]		15	1	0	#5216
[30657]		16	12	0	#5217
[30659]		10	2	0	#5218
[30661]		18	12	0	#5219
[30663]		21	16	0	#5220
[30664]		19	15	0	#5221
[30665]		18	13	0	#5222
[30667]		15	22	0	#5223
[30668]		24	14	0	#5224
[30669]		21	13	0	#5225
[30670]		11	1	0	#5226
[30671]		11	2	0	#5227
[30673]		11	12	0	#5228
[30675]		5	1	0	#5229
[30677]		25	13	0	#5230
[30679]		22	21	0	#5231
[30680]		22	14	0	#5232
[30681]		21	14	0	#5233
[30683]		21	28	0	#5234
[30685]		17	25	0	#5235
[30687]		21	30	0	#5236
[30689]		21	31	0	#5237
[30691]		14	27	0	#5238
[30692]		18	21	0	#5239
[30696]		17	19	0	#5240
[30697]		13	18	0	#5241
[30700]		25	10	0	#5242
[30701]		16	11	0	#5243
[30704]		25	11	0	#5244
[30705]		34	20	0	#5245
[30707]		17	34	0	#5246
[30708]		17	35	0	#5247
[30709]		35	24	0	#5248
[30711]		34	21	0	#5249
[30712]		34	22	0	#5250
[30713]		21	34	0	#5251
[30714]		22	38	0	#5252
[30715]		19	36	0	#5253
[30716]		36	23	0	#5254
[30717]		21	36	0	#5255
[30718]		34	24	0	#5256
[30719]		20	38	0	#5257
[30720]		19	32	0	#5258
[30721]		33	21	0	#5259
[30722]		29	19	0	#5260
[30723]		29	23	0	#5261
[30726]		31	23	0	#5262
[30728]		31	21	0	#5263
[30729]		24	25	0	#5264
[30730]		22	28	0	#5265
[30731]		25	23	0	#5266
[30732]		22	29	0	#5267
[30733]		22	27	0	#5268
[30735]		23	27	0	#5269
[30737]		24	26	0	#5270
[30738]		21	38	0	#5271
[30740]		20	37	0	#5272
[30742]		20	35	0	#5273
[30746]		21	35	0	#5274
[30748]		33	23	0	#5275
[30749]		34	23	0	#5276
[30752]		32	23	0	#5277
[30754]		33	35	0	#5278
[30755]		43	27	0	#5279
[30756]		43	28	0	#5280
[30758]		43	26	0	#5281
[30759]		40	34	0	#5282
[30762]		38	33	0	#5283
[30764]		42	27	0	#5284
[30765]		41	27	0	#5285
[30767]		41	30	0	#5286
[30770]		38	30	0	#5287
[30772]		40	33	0	#5288
[30773]		40	32	0	#5289
[30775]		42	30	0	#5290
[30776]		42	32	0	#5291
